1830,30
1600,30
1930,30
1630,30
1530,30
1730,30
1800,30
1430,30
1900,30
1700,60
1400,30
2030,30
1700,30
1600,120
2000,30
1500,30
2000,120
2100,120
2000,60
1800,120
1900,60
2200,60
2100,60
1400,120
1500,60
2200,120
1130,30
1100,30
2300,30
1600,60
2100,90
2100,30
1230,30
1330,30
930,30
1300,60
2130,30
1200,60
1000,120
1800,60
2200,30
1200,30
800,30
830,30
1700,120
900,30
2230,30
1030,30
1900,120
730,30
2300,60
1000,60
700,30
1300,30
700,120
1100,60
1400,60
1000,30
800,120
2330,30
1300,120
1200,120
900,120
630,30
1800,90
600,30
530,30
0,30
2330,120
2200,90
1300,90
900,60
1630,90
1600,90
1430,90
2000,90
1830,90
600,60
1200,90
30,30
130,120
0,60
1700,90
0,120
800,60
700,60
2130,120
500,30
1530,90
1130,120
1100,120
830,90
2230,90
900,90
2130,90
1630,120
2330,60
100,120
1400,90
130,30
330,120
1500,90
1500,120
2300,120
1900,90
800,90
430,30
300,30
1330,120
1000,90
700,90
100,30
2330,90
330,30
200,30
2230,120
400,30
600,120
400,120
230,30
630,90
30,60
2230,60
100,60
30,120
2300,90
1630,60
830,60
0,90
1930,120
930,120
2030,90
500,60
1730,60
200,120
1930,90
930,90
1730,120
630,120
1830,60
1430,60
1130,90
30,90
830,120
1030,90
1430,120
100,90
730,120
2030,120
300,90
300,120
1330,90
1230,90
230,90
2130,60
1130,60
1830,120
630,60
530,60
200,60
1530,120
730,60
600,90
1730,90
400,60
730,90
430,90
430,60
130,90
1230,120
130,60
230,120
1930,60
300,60
1030,120
200,90
330,60
500,120
930,60
230,60
2030,60
400,90
1530,60
430,120
1330,60
1230,60
330,90
1030,60
500,90
530,120
530,90
1100,90
15,30
45,30
115,30
145,30
215,30
245,30
315,30
345,30
415,30
445,30
515,30
545,30
615,30
645,30
715,30
745,30
815,30
845,30
915,30
945,30
1015,30
1045,30
1115,30
1145,30
1215,30
1245,30
1315,30
1345,30
1415,30
1445,30
1515,30
1545,30
1615,30
1645,30
1715,30
1745,30
1815,30
1845,30
1915,30
1945,30
2015,30
2045,30
2115,30
2145,30
2215,30
2245,30
2315,30
2345,30
15,60
45,60
115,60
145,60
215,60
245,60
315,60
345,60
415,60
445,60
515,60
545,60
615,60
645,60
715,60
745,60
815,60
845,60
915,60
945,60
1015,60
1045,60
1115,60
1145,60
1215,60
1245,60
1315,60
1345,60
1415,60
1445,60
1515,60
1545,60
1615,60
1645,60
1715,60
1745,60
1815,60
1845,60
1915,60
1945,60
2015,60
2045,60
2115,60
2145,60
2215,60
2245,60
2315,60
2345,60
15,90
45,90
115,90
145,90
215,90
245,90
315,90
345,90
415,90
445,90
515,90
545,90
615,90
645,90
715,90
745,90
815,90
845,90
915,90
945,90
1015,90
1045,90
1115,90
1145,90
1215,90
1245,90
1315,90
1345,90
1415,90
1445,90
1515,90
1545,90
1615,90
1645,90
1715,90
1745,90
1815,90
1845,90
1915,90
1945,90
2015,90
2045,90
2115,90
2145,90
2215,90
2245,90
2315,90
2345,90
15,120
45,120
115,120
145,120
215,120
245,120
315,120
345,120
415,120
445,120
515,120
545,120
615,120
645,120
715,120
745,120
815,120
845,120
915,120
945,120
1015,120
1045,120
1115,120
1145,120
1215,120
1245,120
1315,120
1345,120
1415,120
1445,120
1515,120
1545,120
1615,120
1645,120
1715,120
1745,120
1815,120
1845,120
1915,120
1945,120
2015,120
2045,120
2115,120
2145,120
2215,120
2245,120
2315,120
2345,120
2235,30
2240,30
2250,30
2255,30
2230,25
2235,25
2240,25
2245,25
2250,25
2255,25
2230,20
2235,20
2240,20
2245,20
2250,20
2255,20
2230,15
2235,15
2240,15
2245,15
2250,15
2255,15
2230,10
2235,10
2240,10
2245,10
2250,10
2255,10
2230,5
2235,5
2240,5
2245,5
2250,5
2255,5
2305,30
2310,30
2320,30
2325,30
2300,25
2305,25
2310,25
2315,25
2320,25
2325,25
2300,20
2305,20
2310,20
2315,20
2320,20
2325,20
2300,15
2305,15
2310,15
2315,15
2320,15
2325,15
2300,10
2305,10
2310,10
2315,10
2320,10
2325,10
2300,5
2305,5
2310,5
2315,5
2320,5
2325,5
2335,30
2340,30
2350,30
2355,30
2330,25
2335,25
2340,25
2345,25
2350,25
2355,25
2330,20
2335,20
2340,20
2345,20
2350,20
2355,20
2330,15
2335,15
2340,15
2345,15
2350,15
2355,15
2330,10
2335,10
2340,10
2345,10
2350,10
2355,10
2330,5
2335,5
2340,5
2345,5
2350,5
2355,5
1935,90
1940,90
1950,90
1955,90
1930,85
1935,85
1940,85
1945,85
1950,85
1955,85
1930,80
1935,80
1940,80
1945,80
1950,80
1955,80
1930,75
1935,75
1940,75
1945,75
1950,75
1955,75
1930,70
1935,70
1940,70
1945,70
1950,70
1955,70
1930,65
1935,65
1940,65
1945,65
1950,65
1955,65
2305,90
2310,90
2320,90
2325,90
2300,85
2305,85
2310,85
2315,85
2320,85
2325,85
2300,80
2305,80
2310,80
2315,80
2320,80
2325,80
2300,75
2305,75
2310,75
2315,75
2320,75
2325,75
2300,70
2305,70
2310,70
2315,70
2320,70
2325,70
2300,65
2305,65
2310,65
2315,65
2320,65
2325,65
2335,90
2340,90
2350,90
2355,90
2330,85
2335,85
2340,85
2345,85
2350,85
2355,85
2330,80
2335,80
2340,80
2345,80
2350,80
2355,80
2330,75
2335,75
2340,75
2345,75
2350,75
2355,75
2330,70
2335,70
2340,70
2345,70
2350,70
2355,70
2330,65
2335,65
2340,65
2345,65
2350,65
2355,65
2135,120
2140,120
2150,120
2155,120
2130,115
2135,115
2140,115
2145,115
2150,115
2155,115
2130,110
2135,110
2140,110
2145,110
2150,110
2155,110
2130,105
2135,105
2140,105
2145,105
2150,105
2155,105
2130,100
2135,100
2140,100
2145,100
2150,100
2155,100
2130,95
2135,95
2140,95
2145,95
2150,95
2155,95
2205,120
2210,120
2220,120
2225,120
2200,115
2205,115
2210,115
2215,115
2220,115
2225,115
2200,110
2205,110
2210,110
2215,110
2220,110
2225,110
2200,105
2205,105
2210,105
2215,105
2220,105
2225,105
2200,100
2205,100
2210,100
2215,100
2220,100
2225,100
2200,95
2205,95
2210,95
2215,95
2220,95
2225,95
2305,120
2310,120
2320,120
2325,120
2300,115
2305,115
2310,115
2315,115
2320,115
2325,115
2300,110
2305,110
2310,110
2315,110
2320,110
2325,110
2300,105
2305,105
2310,105
2315,105
2320,105
2325,105
2300,100
2305,100
2310,100
2315,100
2320,100
2325,100
2300,95
2305,95
2310,95
2315,95
2320,95
2325,95
2335,120
2340,120
2350,120
2355,120
2330,115
2335,115
2340,115
2345,115
2350,115
2355,115
2330,110
2335,110
2340,110
2345,110
2350,110
2355,110
2330,105
2335,105
2340,105
2345,105
2350,105
2355,105
2330,100
2335,100
2340,100
2345,100
2350,100
2355,100
2330,95
2335,95
2340,95
